filepath,label
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start30464_end30720_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start30592_end30848_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start30720_end30976_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start30848_end31104_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start30976_end31232_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start31104_end31360_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start31232_end31488_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start31360_end31616_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start31488_end31744_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start31616_end31872_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start31744_end32000_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start31872_end32128_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start32000_end32256_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start32128_end32384_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start32256_end32512_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start32384_end32640_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start32512_end32768_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start32640_end32896_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start32768_end33024_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start32896_end33152_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start33024_end33280_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start33152_end33408_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start33280_end33536_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start33408_end33664_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start33536_end33792_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start33664_end33920_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start33792_end34048_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start33920_end34176_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start34048_end34304_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start34176_end34432_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start34304_end34560_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start34432_end34688_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start34560_end34816_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start34688_end34944_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start34816_end35072_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start34944_end35200_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start35072_end35328_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start35200_end35456_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start35328_end35584_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start35456_end35712_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start35584_end35840_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start35712_end35968_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start35840_end36096_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start35968_end36224_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start36096_end36352_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start36224_end36480_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start36352_end36608_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start36480_end36736_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start36608_end36864_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start36736_end36992_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start36864_end37120_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start36992_end37248_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start37120_end37376_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start37248_end37504_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start37376_end37632_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start37504_end37760_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start37632_end37888_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start37760_end38016_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start37888_end38144_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start38016_end38272_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start38144_end38400_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start38272_end38528_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start38400_end38656_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start38528_end38784_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start38656_end38912_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start38784_end39040_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start38912_end39168_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start39040_end39296_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start39168_end39424_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start39296_end39552_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start39424_end39680_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start39552_end39808_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start39680_end39936_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start39808_end40064_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start39936_end40192_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start40064_end40320_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start40192_end40448_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start40320_end40576_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start40448_end40704_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start40576_end40832_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start40704_end40960_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start40832_end41088_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start40960_end41216_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start41088_end41344_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start41216_end41472_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start41344_end41600_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start41472_end41728_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start41600_end41856_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start41728_end41984_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start41856_end42112_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start41984_end42240_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start42112_end42368_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start42240_end42496_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start42368_end42624_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start42496_end42752_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start42624_end42880_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start42752_end43008_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start42880_end43136_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start43008_end43264_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start43136_end43392_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start43264_end43520_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start43392_end43648_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start43520_end43776_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start43648_end43904_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start43776_end44032_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start43904_end44160_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start44032_end44288_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start44160_end44416_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start44288_end44544_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start44416_end44672_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start44544_end44800_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start44672_end44928_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start44800_end45056_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start44928_end45184_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start45056_end45312_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start45184_end45440_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start45312_end45568_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start45440_end45696_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start45568_end45824_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start45696_end45952_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start45824_end46080_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start45952_end46208_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start46080_end46336_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start46208_end46464_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start46336_end46592_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start46464_end46720_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start46592_end46848_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start46720_end46976_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start46848_end47104_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start46976_end47232_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start47104_end47360_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start47232_end47488_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start47360_end47616_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start47488_end47744_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start47616_end47872_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start47744_end48000_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start47872_end48128_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start48000_end48256_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start48128_end48384_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start48256_end48512_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start48384_end48640_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start48512_end48768_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start48640_end48896_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start48768_end49024_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start48896_end49152_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start49024_end49280_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start49152_end49408_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start49280_end49536_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start49408_end49664_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start49536_end49792_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start49664_end49920_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start49792_end50048_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start49920_end50176_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start50048_end50304_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start50176_end50432_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start50304_end50560_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start50432_end50688_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start50560_end50816_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start50688_end50944_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start50816_end51072_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start50944_end51200_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start51072_end51328_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start51200_end51456_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start51328_end51584_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start51456_end51712_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start51584_end51840_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start51712_end51968_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start51840_end52096_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start51968_end52224_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-32_start52096_end52352_label_Calm.npy,Calm
